path	domain	baseline
scripts/verify-native-architecture.mjs	build-release-tooling	d56f972b
scripts/windows-installer-smoke.mjs	build-release-tooling	d56f972b
scripts/windows-update-lineage-build.mjs	build-release-tooling	d56f972b
src/main/app-health.ts	native-main-node	d56f972b
src/main/app-protocol.ts	native-main-node	d56f972b
src/main/app-update-bootstrap.ts	native-main-node	d56f972b
src/main/app-update-candidate-viability.ts	native-main-node	d56f972b
src/main/app-update-capability.ts	native-main-node	d56f972b
src/main/app-update-handoff-token-vault.ts	native-main-node	d56f972b
src/main/app-update-handoff.ts	native-main-node	d56f972b
src/main/app-update-install.ts	native-main-node	d56f972b
src/main/app-update-ipc.ts	native-main-node	d56f972b
src/main/app-update-release-notes.ts	native-main-node	d56f972b
src/main/app-update-runtime-readiness.ts	native-main-node	d56f972b
src/main/app-update-startup.ts	native-main-node	d56f972b
src/main/app-update.ts	native-main-node	d56f972b
src/main/appimage-executing-identity.ts	native-main-node	d56f972b
src/main/appimage-installed-identity.ts	native-main-node	d56f972b
src/main/appimage-update-journal.ts	native-main-node	d56f972b
src/main/application-diagnostics-ipc.ts	native-main-node	d56f972b
src/main/application-incident-index.ts	native-main-node	d56f972b
src/main/attachment-image-validation.ts	attachments	d56f972b
src/main/attachment-import-desktop-runner.ts	attachments	d56f972b
src/main/attachment-import-file.ts	attachments	d56f972b
src/main/attachment-import-holds.ts	attachments	d56f972b
src/main/attachment-import-ipc.ts	attachments	d56f972b
src/main/attachment-import-runner.ts	attachments	d56f972b
src/main/attachment-import-worker-protocol.ts	attachments	d56f972b
src/main/attachment-import-worker.ts	attachments	d56f972b
src/main/attachment-import.ts	attachments	d56f972b
src/main/attachment-ipc.ts	attachments	d56f972b
src/main/attachment-pdf-validation.ts	attachments	d56f972b
src/main/attachment-registry-file-verification.ts	attachments	d56f972b
src/main/attachment-registry.ts	attachments	d56f972b
src/main/attachment-release-coordination.ts	attachments	d56f972b
src/main/attachment-selection-import.ts	attachments	d56f972b
src/main/attachment-selection-ipc.ts	attachments	d56f972b
src/main/browser-evidence-capture.ts	preview-credentials	d56f972b
src/main/browser-evidence-image-approval.ts	preview-credentials	d56f972b
src/main/browser-evidence-image-inspector.ts	preview-credentials	d56f972b
src/main/browser-evidence-ledger.ts	preview-credentials	d56f972b
src/main/canary-rollback.ts	native-main-node	d56f972b
src/main/clipboard-ipc.ts	native-main-node	d56f972b
src/main/conversation-attachment-access.ts	attachments	d56f972b
src/main/conversation-attachment-store-desktop-runner.ts	attachments	d56f972b
src/main/conversation-attachment-store-runner.ts	attachments	d56f972b
src/main/conversation-attachment-store-worker-protocol.ts	attachments	d56f972b
src/main/conversation-attachment-store-worker.ts	attachments	d56f972b
src/main/credential-vault-ipc.ts	preview-credentials	d56f972b
src/main/credential-vault.ts	preview-credentials	d56f972b
src/main/detached-chat-bootstrap.ts	native-main-node	d56f972b
src/main/detached-chat-close-coordinator.ts	native-main-node	d56f972b
src/main/detached-chat-draft-store.ts	native-main-node	d56f972b
src/main/detached-chat-main.ts	native-main-node	d56f972b
src/main/detached-chat-window-manager.ts	native-main-node	d56f972b
src/main/detached-chat-window-state.ts	native-main-node	d56f972b
src/main/diagnostic-export.ts	native-main-node	d56f972b
src/main/document-preparation-desktop-runner.ts	attachments	d56f972b
src/main/document-preparation-runner.ts	attachments	d56f972b
src/main/electron-app-updater.ts	native-main-node	d56f972b
src/main/external-link-open.ts	native-main-node	d56f972b
src/main/index.ts	native-main-node	d56f972b
src/main/inertia-release-ipc.ts	native-main-node	d56f972b
src/main/inertia-releases.ts	native-main-node	d56f972b
src/main/inline-image.d.ts	native-main-node	d56f972b
src/main/lifecycle-support-report.ts	native-main-node	d56f972b
src/main/linux-app-update-candidate-claim.ts	native-main-node	d56f972b
src/main/linux-app-update-candidate-process.ts	native-main-node	d56f972b
src/main/linux-shutdown-notice.ts	native-main-node	d56f972b
src/main/linux-singleton-launch.ts	native-main-node	d56f972b
src/main/linux-singleton-metadata.ts	native-main-node	d56f972b
src/main/main-window-state.ts	native-main-node	d56f972b
src/main/mascot-main.ts	native-main-node	d56f972b
src/main/mascot-placement.ts	native-main-node	d56f972b
src/main/mascot-sprites.ts	native-main-node	d56f972b
src/main/package-smoke-environment.ts	native-main-node	d56f972b
src/main/package-smoke-results.ts	native-main-node	d56f972b
src/main/preview-agent-action.ts	preview-credentials	d56f972b
src/main/preview-agent-approvals.ts	preview-credentials	d56f972b
src/main/preview-agent-boundary.ts	preview-credentials	d56f972b
src/main/preview-agent-input.ts	preview-credentials	d56f972b
src/main/preview-agent-page.ts	preview-credentials	d56f972b
src/main/preview-agent-phase.ts	preview-credentials	d56f972b
src/main/preview-agent-result.ts	preview-credentials	d56f972b
src/main/preview-agent-screenshot.ts	preview-credentials	d56f972b
src/main/preview-broker.ts	preview-credentials	d56f972b
src/main/preview-identity.ts	preview-credentials	d56f972b
src/main/preview-keyboard.ts	preview-credentials	d56f972b
src/main/preview-lifecycle.ts	preview-credentials	d56f972b
src/main/preview-session.ts	preview-credentials	d56f972b
src/main/preview-tab.ts	preview-credentials	d56f972b
src/main/private-connect/audit.ts	private-connect	d56f972b
src/main/private-connect/gateway-server.ts	private-connect	d56f972b
src/main/private-connect/host.ts	private-connect	d56f972b
src/main/private-connect/runtime-response.ts	private-connect	d56f972b
src/main/private-connect/serve-ownership.ts	private-connect	d56f972b
src/main/private-connect/service.ts	private-connect	d56f972b
src/main/private-connect/store.ts	private-connect	d56f972b
src/main/private-connect/tailscale-command.ts	private-connect	d56f972b
src/main/private-connect/tailscale-controller.ts	private-connect	d56f972b
src/main/private-connect/tailscale-status.ts	private-connect	d56f972b
src/main/privileged-shutdown-deadline.ts	native-main-node	d56f972b
src/main/privileged-shutdown.ts	native-main-node	d56f972b
src/main/project-path-open.ts	native-main-node	d56f972b
src/main/release-channel.ts	native-main-node	d56f972b
src/main/release-updates.ts	native-main-node	d56f972b
src/main/runtime-agent-browser-coordinator.ts	native-main-node	d56f972b
src/main/runtime-assets.ts	native-main-node	d56f972b
src/main/runtime-attachment-broker.ts	attachments	d56f972b
src/main/runtime-bootstrap-recovery.ts	native-main-node	d56f972b
src/main/runtime-bootstrap-safety.ts	native-main-node	d56f972b
src/main/runtime-cleanup-receipts.ts	native-main-node	d56f972b
src/main/runtime-conversation-attachment-store-coordinator.ts	attachments	d56f972b
src/main/runtime-credential-coordinator.ts	native-main-node	d56f972b
src/main/runtime-database-recovery-coordinator.ts	persistence-recovery	d56f972b
src/main/runtime-diagnostics.ts	native-main-node	d56f972b
src/main/runtime-document-preparation-coordinator.ts	attachments	d56f972b
src/main/runtime-generation-cleanup.ts	native-main-node	d56f972b
src/main/runtime-incident-observer.ts	native-main-node	d56f972b
src/main/runtime-legacy-recovery-authorities.ts	native-main-node	d56f972b
src/main/runtime-live-darwin-recovery.ts	native-main-node	d56f972b
src/main/runtime-owned-process-recovery.ts	native-main-node	d56f972b
src/main/runtime-private-connect-prompt-coordinator.ts	private-connect	d56f972b
src/main/runtime-process-containment-admission.ts	native-main-node	d56f972b
src/main/runtime-process-environment.ts	native-main-node	d56f972b
src/main/runtime-process-tree.ts	native-main-node	d56f972b
src/main/runtime-secure-file-coordinator.ts	native-main-node	d56f972b
src/main/runtime-shutdown-coordination.ts	native-main-node	d56f972b
src/main/runtime-supervisor-connection.ts	native-main-node	d56f972b
src/main/runtime-supervisor-process-record.ts	native-main-node	d56f972b
src/main/runtime-supervisor-process-safety.ts	native-main-node	d56f972b
src/main/runtime-supervisor-recovery-admission.ts	native-main-node	d56f972b
src/main/runtime-supervisor-recycle.ts	native-main-node	d56f972b
src/main/runtime-supervisor-snapshot.ts	native-main-node	d56f972b
src/main/runtime-supervisor-startup-recovery.ts	native-main-node	d56f972b
src/main/runtime-supervisor-stop-recovery.ts	native-main-node	d56f972b
src/main/runtime-supervisor-types.ts	native-main-node	d56f972b
src/main/runtime-supervisor-values.ts	native-main-node	d56f972b
src/main/runtime-supervisor.ts	native-main-node	d56f972b
src/main/runtime-system-suspend-delivery.ts	native-main-node	d56f972b
src/main/runtime-system-suspend-tracker.ts	native-main-node	d56f972b
src/main/runtime-update-preparation-coordinator.ts	native-main-node	d56f972b
src/main/runtime-windows-job-bootstrap.ts	native-main-node	d56f972b
src/main/runtime-windows-legacy-claim-recovery.ts	native-main-node	d56f972b
src/main/secure-atomic-state.ts	native-main-node	d56f972b
src/main/secure-file-broker.ts	native-main-node	d56f972b
src/main/secure-file-claim.ts	native-main-node	d56f972b
src/main/secure-file-cleanup.ts	native-main-node	d56f972b
src/main/secure-file-io.ts	native-main-node	d56f972b
src/main/secure-file-journal.ts	native-main-node	d56f972b
src/main/secure-file-transaction-support.ts	native-main-node	d56f972b
src/main/secure-file-transaction.ts	native-main-node	d56f972b
src/main/secure-file-worker-protocol.ts	native-main-node	d56f972b
src/main/secure-file-worker.ts	native-main-node	d56f972b
src/main/snapshot-accessibility.ts	native-main-node	d56f972b
src/main/snapshot-binding-worker.ts	native-main-node	d56f972b
src/main/snapshot-capture-worker.ts	native-main-node	d56f972b
src/main/snapshot-ipc.ts	native-main-node	d56f972b
src/main/snapshot-preferences.ts	native-main-node	d56f972b
src/main/snapshot-service.ts	native-main-node	d56f972b
src/main/snapshot-shortcut-worker.ts	native-main-node	d56f972b
src/main/snapshot-shutdown.ts	native-main-node	d56f972b
src/main/snapshot-x11-foreground.ts	native-main-node	d56f972b
src/main/startup-failure.ts	native-main-node	d56f972b
src/main/system-boot-id.ts	native-main-node	d56f972b
src/main/test-installed-update.ts	native-main-node	d56f972b
src/main/test-privileged-cleanup-controller.ts	native-main-node	d56f972b
src/main/thread-notification-activation.ts	native-main-node	d56f972b
src/main/window-appearance.ts	native-main-node	d56f972b
src/main/window-bounds.ts	native-main-node	d56f972b
src/main/windows-runtime-job.ts	native-main-node	d56f972b
src/main/windows-update-supervisor.ts	native-main-node	d56f972b
src/main/windows-update-terminal-receipt.ts	native-main-node	d56f972b
src/main/workspace-image-metadata.ts	attachments	d56f972b
src/main/workspace-image-preview.ts	attachments	d56f972b
src/node/app-update-candidate-viability-protocol.ts	native-main-node	d56f972b
src/node/app-update-validation-scratch.ts	native-main-node	d56f972b
src/node/application-incidents.ts	native-main-node	d56f972b
src/node/backend-secret-reference.ts	native-main-node	d56f972b
src/node/conversation-attachment-store-child.ts	attachments	d56f972b
src/node/conversation-attachment-store-protocol.ts	attachments	d56f972b
src/node/conversation-attachment-store-termination.ts	attachments	d56f972b
src/node/conversation-attachment-store.ts	attachments	d56f972b
src/node/detached-runtime-capability.ts	native-main-node	d56f972b
src/node/direct-runtime-journal.ts	native-main-node	d56f972b
src/node/document-preparation-worker-protocol.ts	attachments	d56f972b
src/node/document-preparation.ts	attachments	d56f972b
src/node/git-environment.ts	native-main-node	d56f972b
src/node/platform-file-open-flags.ts	native-main-node	d56f972b
src/node/posix-process-tree.ts	native-main-node	d56f972b
src/node/provider-routing-environment.ts	native-main-node	d56f972b
src/node/runtime-agent-browser-protocol.ts	native-main-node	d56f972b
src/node/runtime-database-recovery-protocol.ts	persistence-recovery	d56f972b
src/node/runtime-document-preparation-protocol.ts	attachments	d56f972b
src/node/runtime-failure-diagnostic.ts	native-main-node	d56f972b
src/node/runtime-generation-leases.ts	native-main-node	d56f972b
src/node/runtime-identity-protocol.ts	native-main-node	d56f972b
src/node/runtime-modern-recovery-authorities.ts	native-main-node	d56f972b
src/node/runtime-owned-process-active.ts	native-main-node	d56f972b
src/node/runtime-owned-process-darwin-stop.ts	native-main-node	d56f972b
src/node/runtime-owned-process-darwin.ts	native-main-node	d56f972b
src/node/runtime-owned-process-diagnostic.ts	native-main-node	d56f972b
src/node/runtime-owned-process-invocation.ts	native-main-node	d56f972b
src/node/runtime-owned-process-journal.ts	native-main-node	d56f972b
src/node/runtime-owned-process-linux-stop.ts	native-main-node	d56f972b
src/node/runtime-owned-process-linux.ts	native-main-node	d56f972b
src/node/runtime-owned-process-posix.ts	native-main-node	d56f972b
src/node/runtime-owned-process-record.ts	native-main-node	d56f972b
src/node/runtime-owned-process-session-journal.ts	native-main-node	d56f972b
src/node/runtime-owned-process-taint.ts	native-main-node	d56f972b
src/node/runtime-owned-processes.ts	native-main-node	d56f972b
src/node/runtime-owned-pty-invocation.ts	native-main-node	d56f972b
src/node/runtime-process-protocol.ts	native-main-node	d56f972b
src/node/runtime-recovery-process-protocol.ts	native-main-node	d56f972b
src/node/runtime-shutdown-deadline.ts	native-main-node	d56f972b
src/node/runtime-shutdown-protocol.ts	native-main-node	d56f972b
src/node/runtime-update-process-protocol.ts	native-main-node	d56f972b
src/node/runtime-worker-options.ts	native-main-node	d56f972b
src/node/secure-file-protocol.ts	native-main-node	d56f972b
src/node/windows-terminal-authority.ts	native-main-node	d56f972b
src/preload/detached-chat.ts	preload-ipc	d56f972b
src/preload/index.ts	preload-ipc	d56f972b
src/preload/mascot-settings.ts	preload-ipc	d56f972b
src/preload/mascot.ts	preload-ipc	d56f972b
src/preload/preview-agent-privacy.ts	preload-ipc	d56f972b
src/preload/thread-notification-activation.ts	preload-ipc	d56f972b
src/renderer/index.html	renderer	d56f972b
src/renderer/mascot.html	renderer	d56f972b
src/renderer/private-connect/index.html	private-connect	d56f972b
src/renderer/private-connect/public/manifest.webmanifest	private-connect	d56f972b
src/renderer/private-connect/src/App.tsx	private-connect	d56f972b
src/renderer/private-connect/src/components/QuestionForm.tsx	private-connect	d56f972b
src/renderer/private-connect/src/connection.ts	private-connect	d56f972b
src/renderer/private-connect/src/main.tsx	private-connect	d56f972b
src/renderer/private-connect/src/pairing/PairingScreen.tsx	private-connect	d56f972b
src/renderer/private-connect/src/pwa.ts	private-connect	d56f972b
src/renderer/private-connect/src/styles.css	private-connect	d56f972b
src/renderer/private-connect/src/types.ts	private-connect	d56f972b
src/renderer/private-connect/src/workspace/ActivitySummary.tsx	private-connect	d56f972b
src/renderer/private-connect/src/workspace/ConversationPane.tsx	private-connect	d56f972b
src/renderer/private-connect/src/workspace/ProjectList.tsx	private-connect	d56f972b
src/renderer/private-connect/src/workspace/WorkspaceShell.tsx	private-connect	d56f972b
src/renderer/private-connect/tsconfig.json	private-connect	d56f972b
src/renderer/private-connect/vite.config.ts	private-connect	d56f972b
src/renderer/public/color-themes.css	renderer	d56f972b
src/renderer/public/inertia-logo.png	renderer	d56f972b
src/renderer/public/theme-bootstrap.js	renderer	d56f972b
src/renderer/src/App.tsx	renderer	d56f972b
src/renderer/src/DetachedChatApp.tsx	renderer	d56f972b
src/renderer/src/app-update.ts	renderer	d56f972b
src/renderer/src/appView.ts	renderer	d56f972b
src/renderer/src/assets/mascot/README.md	renderer	d56f972b
src/renderer/src/assets/mascot/idea.png	renderer	d56f972b
src/renderer/src/assets/mascot/idea.webp	renderer	d56f972b
src/renderer/src/assets/mascot/idle.png	renderer	d56f972b
src/renderer/src/assets/mascot/idle.webp	renderer	d56f972b
src/renderer/src/assets/mascot/manifest.json	renderer	d56f972b
src/renderer/src/assets/mascot/pickup-lift.webp	renderer	d56f972b
src/renderer/src/assets/mascot/pickup.png	renderer	d56f972b
src/renderer/src/assets/mascot/pickup.webp	renderer	d56f972b
src/renderer/src/assets/mascot/thinking.png	renderer	d56f972b
src/renderer/src/assets/mascot/thinking.webp	renderer	d56f972b
src/renderer/src/assets/mascot/working.png	renderer	d56f972b
src/renderer/src/assets/mascot/working.webp	renderer	d56f972b
src/renderer/src/assets/provider-icons/README.md	renderer	d56f972b
src/renderer/src/assets/provider-icons/anthropic.svg	renderer	d56f972b
src/renderer/src/assets/provider-icons/antigravity.svg	renderer	d56f972b
src/renderer/src/assets/provider-icons/cursor-dark.svg	renderer	d56f972b
src/renderer/src/assets/provider-icons/cursor-light.svg	renderer	d56f972b
src/renderer/src/assets/provider-icons/kimi.svg	renderer	d56f972b
src/renderer/src/assets/provider-icons/openai.svg	renderer	d56f972b
src/renderer/src/assets/provider-icons/opencode-dark.svg	renderer	d56f972b
src/renderer/src/assets/provider-icons/opencode-light.svg	renderer	d56f972b
src/renderer/src/background-motion.css	renderer	d56f972b
src/renderer/src/components/AddProjectDialog.css	renderer	d56f972b
src/renderer/src/components/AddProjectDialog.tsx	renderer	d56f972b
src/renderer/src/components/AgentPixelGrid.tsx	renderer	d56f972b
src/renderer/src/components/AgentRequestCard.tsx	renderer	d56f972b
src/renderer/src/components/AppLayout.tsx	renderer	d56f972b
src/renderer/src/components/AppNavigationOverlays.tsx	renderer	d56f972b
src/renderer/src/components/AppStatusOverlays.tsx	renderer	d56f972b
src/renderer/src/components/AttachmentPreviewDialog.tsx	renderer	d56f972b
src/renderer/src/components/BeautifulUiMotion.css	renderer	d56f972b
src/renderer/src/components/BrowserEvidenceTimeline.css	renderer	d56f972b
src/renderer/src/components/BrowserEvidenceTimeline.tsx	renderer	d56f972b
src/renderer/src/components/CanaryRollbackSetting.tsx	renderer	d56f972b
src/renderer/src/components/ChangesPanel.tsx	renderer	d56f972b
src/renderer/src/components/ChatGoalControl.tsx	renderer	d56f972b
src/renderer/src/components/ChatResumeControl.tsx	renderer	d56f972b
src/renderer/src/components/ChatWorkspace.css	renderer	d56f972b
src/renderer/src/components/ChatWorkspace.tsx	renderer	d56f972b
src/renderer/src/components/CommandPalette.tsx	renderer	d56f972b
src/renderer/src/components/CommitDialog.tsx	renderer	d56f972b
src/renderer/src/components/Composer.tsx	renderer	d56f972b
src/renderer/src/components/ComposerAttachmentList.tsx	renderer	d56f972b
src/renderer/src/components/ConnectionsAndDevicesSettings.tsx	renderer	d56f972b
src/renderer/src/components/ContextCompactionIcon.css	renderer	d56f972b
src/renderer/src/components/ContextCompactionIcon.tsx	renderer	d56f972b
src/renderer/src/components/ConversationActionsMenu.tsx	renderer	d56f972b
src/renderer/src/components/ConversationDetailState.tsx	renderer	d56f972b
src/renderer/src/components/ConversationSplitView.tsx	renderer	d56f972b
src/renderer/src/components/DailyWorkDialog.css	renderer	d56f972b
src/renderer/src/components/DailyWorkDialog.tsx	renderer	d56f972b
src/renderer/src/components/DailyWorkMark.css	renderer	d56f972b
src/renderer/src/components/DailyWorkMark.tsx	renderer	d56f972b
src/renderer/src/components/DatabaseRecoveryNotice.tsx	renderer	d56f972b
src/renderer/src/components/DetachedConversationPlaceholder.tsx	renderer	d56f972b
src/renderer/src/components/DiagnosticsSettings.css	renderer	d56f972b
src/renderer/src/components/DiagnosticsSettings.tsx	renderer	d56f972b
src/renderer/src/components/DialogPresence.tsx	renderer	d56f972b
src/renderer/src/components/DiscordSettings.css	renderer	d56f972b
src/renderer/src/components/DiscordSettings.tsx	renderer	d56f972b
src/renderer/src/components/DocumentAttachmentPreview.tsx	attachments	d56f972b
src/renderer/src/components/EnvironmentPanel.tsx	renderer	d56f972b
src/renderer/src/components/FileEditorDialog.tsx	renderer	d56f972b
src/renderer/src/components/FileGitBadge.css	renderer	d56f972b
src/renderer/src/components/FileGitBadge.tsx	renderer	d56f972b
src/renderer/src/components/FilesPanel.tsx	renderer	d56f972b
src/renderer/src/components/GoalPanel.tsx	renderer	d56f972b
src/renderer/src/components/HistoricalDiffPanel.tsx	renderer	d56f972b
src/renderer/src/components/IssueReportSettings.css	renderer	d56f972b
src/renderer/src/components/IssueReportSettings.tsx	renderer	d56f972b
src/renderer/src/components/LifecycleIntegritySettings.tsx	renderer	d56f972b
src/renderer/src/components/MascotSettings.tsx	renderer	d56f972b
src/renderer/src/components/ModelBackendsSettings.tsx	renderer	d56f972b
src/renderer/src/components/ModelChooser.tsx	renderer	d56f972b
src/renderer/src/components/ModelChooserRow.tsx	renderer	d56f972b
src/renderer/src/components/ModelSourceRail.tsx	renderer	d56f972b
src/renderer/src/components/MultiSpawnDialog.css	renderer	d56f972b
src/renderer/src/components/MultiSpawnDialog.tsx	renderer	d56f972b
src/renderer/src/components/PaneResizeHandle.tsx	renderer	d56f972b
src/renderer/src/components/PdfAttachmentPreview.tsx	attachments	d56f972b
src/renderer/src/components/PlanPanel.tsx	renderer	d56f972b
src/renderer/src/components/PreMergeConfidenceDialog.tsx	renderer	d56f972b
src/renderer/src/components/PreMergeConfidenceLauncher.tsx	renderer	d56f972b
src/renderer/src/components/PreviewPanel.css	renderer	d56f972b
src/renderer/src/components/PreviewPanel.tsx	renderer	d56f972b
src/renderer/src/components/ProjectIcon.css	renderer	d56f972b
src/renderer/src/components/ProjectIcon.tsx	renderer	d56f972b
src/renderer/src/components/ProjectModelDefault.tsx	renderer	d56f972b
src/renderer/src/components/ProjectSearchDialog.css	renderer	d56f972b
src/renderer/src/components/ProjectSearchDialog.tsx	renderer	d56f972b
src/renderer/src/components/ProjectSettings.css	renderer	d56f972b
src/renderer/src/components/ProjectSettings.tsx	renderer	d56f972b
